"c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127,c128,c129,c130,c131,c132,c133,c134,c135,c136,c137,c138,c139,c140,c141,c142,c143,c144,c145,c146,c147,c148,c149,c150,c151,c152,c153,c154,c155,c156,c157,c158,c159,c160,c161,c162,c163,c164,c165,c166,c167,c168,c169,c170,c171,c172,c173,c174,c175,c176,c177,c178,c179,c180,c181,c182,c183,c184,c185,c186,c187,c188,c189,c190,c191,c192,c193,c194,c195,c196,c197,c198,c199,c200,c201,c202,c203,c204,c205,c206,c207,c208,c209,c210,c211,c212,c213,c214,c215,c216,c217,c218,c219,c220,c221,c222,c223,c224,c225,c226,c227,c228,c229,c230,c231,c232,c233,c234,c235,c236,c237,c238,c239,c240,c241,c242,c243,c244,c245,c246,c247,c248,c249,c250,c251,c252,c253,c254,c255,c256,c257,c258,c259,c260,c261,c262,c263,c264,c265,c266,c267,c268,c269,c270,c271,c272,c273,c274,c275,c276,c277,c278,c279,c280,c281,c282,c283,c284,c285,c286,c287,c288,c289,c290,c291,c292,c293,c294,c295,c296,c297,c298,c299,c300,c301,c302,c303,c304,c305,c306,c307,c308,c309,c310,c311,c312,c313,c314,c315,c316,c317,c318,c319,c320,c321,c322,c323,c324,c325,c326,c327,c328,c329,c330,c331,c332,c333,c334,c335,c336,c337,c338,c339,c340,c341,c342,c343,c344,c345,c346,c347,c348,c349,c350,c351,c352,c353,c354,c355,c356,c357,c358,c359,c360,c361,c362,c363,c364,c365,c366,c367,c368,c369,c370,c371,c372,c373,c374,c375,c376,c377,c378,c379,c380,c381,c382,c383,c384,c385,c386,c387,c388,c389,c390,c391,c392,c393,c394,c395,c396,c397,c398,c399,c400,c401,c402,c403,c404,c405,c406,c407,c408,c409,c410,c411,c412,c413,c414,c415,c416,c417,c418,c419,c420,c421,c422,c423,c424,c425,c426,c427,c428,c429,c430,c431,c432,c433,c434,c435,c436,c437,c438,c439,c440,c441,c442,c443,c444,c445,c446,c447,c448,c449,c450,c451,c452,c453,c454,c455,c456,c457,c458,c459,c460,c461,c462,c463,c464,c465,c466,c467,c468,c469,c470,c471,c472,c473,c474,c475,c476,c477,c478,c479,c480,c481,c482,c483,c484,c485,c486,c487,c488,c489,c490,c491,c492,c493,c494,c495,c496,c497,c498,c499,c500,c501,c502,c503,c504,c505,c506,c507,c508,c509,c510,c511,c512,c513,c514,c515,c516,c517,c518,c519,c520,c521,c522,c523,c524,c525,c526,c527,c528,c529,c530,c531,c532,c533,c534","condition","rp+_2,wk-_2,fg+,te+,ec+,rp+_1,wd+,sd+,wk-_1,wk+_3,wk+_2,fg-,te-,ec-,rp-,ac+,wd-,sd-,wk+_1,fg+,te+,ec+,wd+,wk+_1,fg-,te-,ec-,wd-,te-,wk-_2,wk-_1,wd-,wk+_3,wk+_2,te+,wk+_1,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,sd+,rp+_2,rp+_1,wd+,wk+_3,rp-,sd-,wk+_2,te+,wd-,wd+,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,fg-,te-,sd-,wk-_1,fg+,te+,sd+,wk-_2,ec-,rp-,ec+,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,ec+,rp+_2,ec-,wk+_3,wk+_2,wk+_1,ec+,rp+_1,wk-_2,wk-_1,fg+,te+,ec+,wd+,wk+_1,fg-,te-,ec-,wd-,fg+,te+,ec+,wd+,wk+_1,fg-,te-,ec-,wd-,wk+_2,te+,wd-,wd+,te-,wk-_2,wk-_1,wd-,wk+_3,wk+_2,te+,wk+_1,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,fg-,te-,sd-,wk-_1,fg+,te+,sd+,wk-_2,ec-,rp-,ec+,wk+_3,wk+_2,wk+_1,ec+,rp+_1,wk-_2,wk-_1,fg+,te+,ec+,wd+,wk+_1,fg-,te-,ec-,wd-,te-,wk-_2,wk-_1,wd-,wk+_3,wk+_2,te+,wk+_1,fg-,te-,sd-,wk-_1,fg+,te+,sd+,wk-_2,ec-,rp-,ec+,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,te-,wk-_2,wk-_1,wd-,wk+_3,wk+_2,te+,wk+_1,fg-,te-,sd-,wk-_1,fg+,te+,sd+,wk-_2,ec-,rp-,ec+,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,wk+_3,wk+_2,wk+_1,ec+,rp+_1,wk-_2,wk-_1,fg-,te-,sd-,wk-_1,fg+,te+,sd+,te-,wk-_2,wk-_1,wd-,wk+_3,wk+_2,te+,wk+_1,te-,wk-_2,wk-_1,wd-,wk+_3,wk+_2,te+,wk+_1,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,te-,wk-_2,wk-_1,wd-,wk+_3,wk+_2,te+,wk+_1,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,ec+,rp+_2,ec-,fg+,te+,ec+,wd+,wk+_1,fg-,te-,ec-,wd-,te-,wk-_2,wk-_1,wd-,wk+_3,wk+_2,te+,wk+_1,wk+_3,wk+_2,wk+_1,ec+,rp+_1,wk-_2,wk-_1,te-,wk-_2,wk-_1,wd-,wk+_3,wk+_2,te+,wk+_1,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,te-,wk-_2,wk-_1,wd-,wk+_3,wk+_2,te+,wk+_1,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,fg-,te-,sd-,wk-_1,fg+,te+,sd+,wk-_2,ec-,rp-,ec+,ec+,rp+_2,ec-,fg+,te+,ec+,wd+,wk+_1,fg-,te-,ec-,wd-,te-,wk-_2,wk-_1,wd-,wk+_3,wk+_2,te+,wk+_1,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,ec+,rp+_2,ec-,wk+_3,wk+_2,wk+_1,ec+,rp+_1,wk-_2,wk-_1,sd+,rp+_2,rp+_1,wd+,wk+_3,rp-,sd-,wk+_2,te+,wd-,wd+,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,wk+_3,wk+_2,wk+_1,ec+,rp+_1,wk-_2,wk-_1,fg+,te+,ec+,wd+,wk+_1,fg-,te-,ec-,wd-,te-,wk-_2,wk-_1,wd-,wk+_3,wk+_2,te+,wk+_1,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,wk+_3,wk+_2,wk+_1,ec+,rp+_1,wk-_2,wk-_1,fg-,te-,sd-,wk-_1,fg+,te+,sd+,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1,ec+,rp+_2,ec-,fg+,te+,ec+,wd+,wk+_1,fg-,te-,ec-,wd-,te-,wk-_2,wk-_1,wd-,wk+_3,wk+_2,te+,wk+_1,rp-,ac+,sd-,wk-_2,wk-_1,rp+_2,wk+_3,wk+_2,rp+_1,wk+_1","0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"e1","event","r3","0"
"e2","event","r6","0"
"e3","event","r4","0"
"e4","event","r5","0"
"e5","event","r9","0"
"e6","event","r5","0"
"e7","event","r6","0"
"e8","event","r9","0"
"e9","event","r7","0"
"e10","event","r8","0"
"e11","event","r6","0"
"e12","event","r7","0"
"e13","event","r8","0"
"e14","event","r8","0"
"e15","event","r2","0"
"e16","event","r7","0"
"e17","event","r9","0"
"e18","event","r2","0"
"e19","event","r3","0"
"e20","event","r5","0"
"e21","event","r6","0"
"e22","event","r2","0"
"e23","event","r9","1"
"e24","event","r6","1"
"e25","event","r3","1"
"e26","event","r1","1"
"e27","event","r9","1"
"e28","event","r7","1"
"e29","event","r9","1"
"e30","event","r3","1"
"e31","event","r2","1"
"e32","event","r9","1"
"e33","event","r4","1"
"e34","event","r2","1"
"e35","event","r1","1"
"e36","event","r9","1"
"e37","event","r6","1"
"e38","event","r1","1"
"e39","event","r8","1"
"e40","event","r7","1"
"e41","event","r9","1"
"e42","event","r6","1"
"e43","event","r9","1"
"e44","event","r6","1"
"e45","event","r6","1"
"e46","event","r3","1"
"e47","event","r1","1"
"e48","event","r9","1"
"e49","event","r6","1"
"e50","event","r9","1"
"e51","event","r9","1"
"e52","event","r6","1"
"e53","event","r6","1"
"e54","event","r9","1"
"e55","event","r9","1"
"e56","event","r7","1"
"e57","event","r6","1"
"e58","event","r9","1"
"e59","event","r3","1"
"e60","event","r2","1"
"e61","event","r3","1"
"e62","event","r3","1"
"e63","event","r2","1"
"e64","event","r1","1"
"e65","event","r9","1"
"e66","event","r8","1"
"e67","event","r7","1"
"e68","event","r9","1"
